Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[developmental stage]	Characteristics[disease]	Characteristics[cell type]	Characteristics[FACS marker]	Characteristics[organism part]	Characteristics[stimulus]	Characteristics[inferred cell type]	Characteristics[plate identity]	Characteristics[run id]	Characteristics[single cell well quality]	Characteristics[post analysis well quality]	Material Type	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_SDEV]	Comment[ORIENTATION]	Comment[end bias]	Comment[input molecule]	Comment[library construction]	Comment[primer]	Comment[single cell isolation]	Comment[spike in]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Factor Value[single cell identifier]	Factor Value[cell type]	Factor Value[FACS marker]	Factor Value[organism part]	Factor Value[stimulus]	Factor Value[inferred cell type]
23971_#318	ERS3961298	SAMEA6161287	Homo sapiens	adult	normal	plasmacytoid dendritic cell	CD123Int BDCA2+	skin	none	activated dendritic cell	CF03YBYC	23971	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	23971_#318	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	23971_#318	sequencing assay	ERX3640934	23971_318_R1.fastq.gz	23971_318_R1.fastq.gz	ERR3648850	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/000/ERR3648850/ERR3648850_1.fastq.gz	cell23971_318	plasmacytoid dendritic cell	CD123Int BDCA2+	skin	none	activated dendritic cell
23971_#318	ERS3961298	SAMEA6161287	Homo sapiens	adult	normal	plasmacytoid dendritic cell	CD123Int BDCA2+	skin	none	activated dendritic cell	CF03YBYC	23971	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	23971_#318	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	23971_#318	sequencing assay	ERX3640934	23971_318_R2.fastq.gz	23971_318_R2.fastq.gz	ERR3648850	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/000/ERR3648850/ERR3648850_2.fastq.gz	cell23971_318	plasmacytoid dendritic cell	CD123Int BDCA2+	skin	none	activated dendritic cell
23971_#319	ERS3961299	SAMEA6161288	Homo sapiens	adult	normal	conventional dendritic cell	CD11c+ HLA-DR+	skin	none	monocyte	CF03YBYC	23971	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	23971_#319	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	23971_#319	sequencing assay	ERX3640935	23971_319_R1.fastq.gz	23971_319_R1.fastq.gz	ERR3648851	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/001/ERR3648851/ERR3648851_1.fastq.gz	cell23971_319	conventional dendritic cell	CD11c+ HLA-DR+	skin	none	monocyte
23971_#319	ERS3961299	SAMEA6161288	Homo sapiens	adult	normal	conventional dendritic cell	CD11c+ HLA-DR+	skin	none	monocyte	CF03YBYC	23971	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	23971_#319	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	23971_#319	sequencing assay	ERX3640935	23971_319_R2.fastq.gz	23971_319_R2.fastq.gz	ERR3648851	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/001/ERR3648851/ERR3648851_2.fastq.gz	cell23971_319	conventional dendritic cell	CD11c+ HLA-DR+	skin	none	monocyte
23971_#32	ERS3961300	SAMEA6161289	Homo sapiens	adult	normal	plasmacytoid dendritic cell	CD123Int BDCA2+	skin	house dust mite extract	Axl+Siglec-6+ dendritic cell	CF03YBYA	23971	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	23971_#32	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	23971_#32	sequencing assay	ERX3640936	23971_32_R1.fastq.gz	23971_32_R1.fastq.gz	ERR3648852	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/002/ERR3648852/ERR3648852_1.fastq.gz	cell23971_32	plasmacytoid dendritic cell	CD123Int BDCA2+	skin	house dust mite extract	Axl+Siglec-6+ dendritic cell
23971_#32	ERS3961300	SAMEA6161289	Homo sapiens	adult	normal	plasmacytoid dendritic cell	CD123Int BDCA2+	skin	house dust mite extract	Axl+Siglec-6+ dendritic cell	CF03YBYA	23971	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	23971_#32	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	23971_#32	sequencing assay	ERX3640936	23971_32_R2.fastq.gz	23971_32_R2.fastq.gz	ERR3648852	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/002/ERR3648852/ERR3648852_2.fastq.gz	cell23971_32	plasmacytoid dendritic cell	CD123Int BDCA2+	skin	house dust mite extract	Axl+Siglec-6+ dendritic cell
23971_#320	ERS3961301	SAMEA6161290	Homo sapiens	adult	normal	plasmacytoid dendritic cell	CD123Int BDCA2+	skin	none	activated dendritic cell	CF03YBYC	23971	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	23971_#320	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	23971_#320	sequencing assay	ERX3640937	23971_320_R1.fastq.gz	23971_320_R1.fastq.gz	ERR3648853	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/003/ERR3648853/ERR3648853_1.fastq.gz	cell23971_320	plasmacytoid dendritic cell	CD123Int BDCA2+	skin	none	activated dendritic cell
23971_#320	ERS3961301	SAMEA6161290	Homo sapiens	adult	normal	plasmacytoid dendritic cell	CD123Int BDCA2+	skin	none	activated dendritic cell	CF03YBYC	23971	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	23971_#320	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	23971_#320	sequencing assay	ERX3640937	23971_320_R2.fastq.gz	23971_320_R2.fastq.gz	ERR3648853	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/003/ERR3648853/ERR3648853_2.fastq.gz	cell23971_320	plasmacytoid dendritic cell	CD123Int BDCA2+	skin	none	activated dendritic cell
23971_#321	ERS3961302	SAMEA6161291	Homo sapiens	adult	normal	plasmacytoid dendritic cell	CD123Int BDCA2+	skin	none	activated dendritic cell	CF03YBYC	23971	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	23971_#321	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	23971_#321	sequencing assay	ERX3640938	23971_321_R1.fastq.gz	23971_321_R1.fastq.gz	ERR3648854	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/004/ERR3648854/ERR3648854_1.fastq.gz	cell23971_321	plasmacytoid dendritic cell	CD123Int BDCA2+	skin	none	activated dendritic cell
23971_#321	ERS3961302	SAMEA6161291	Homo sapiens	adult	normal	plasmacytoid dendritic cell	CD123Int BDCA2+	skin	none	activated dendritic cell	CF03YBYC	23971	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	23971_#321	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	23971_#321	sequencing assay	ERX3640938	23971_321_R2.fastq.gz	23971_321_R2.fastq.gz	ERR3648854	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/004/ERR3648854/ERR3648854_2.fastq.gz	cell23971_321	plasmacytoid dendritic cell	CD123Int BDCA2+	skin	none	activated dendritic cell
23971_#322	ERS3961303	SAMEA6161292	Homo sapiens	adult	normal	conventional dendritic cell	CD11c+ HLA-DR+	skin	none	not available	CF03YBYC	23971	OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	23971_#322	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	23971_#322	sequencing assay	ERX3640939	23971_322_R1.fastq.gz	23971_322_R1.fastq.gz	ERR3648855	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/005/ERR3648855/ERR3648855_1.fastq.gz	cell23971_322	conventional dendritic cell	CD11c+ HLA-DR+	skin	none	not available
23971_#322	ERS3961303	SAMEA6161292	Homo sapiens	adult	normal	conventional dendritic cell	CD11c+ HLA-DR+	skin	none	not available	CF03YBYC	23971	OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	23971_#322	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	23971_#322	sequencing assay	ERX3640939	23971_322_R2.fastq.gz	23971_322_R2.fastq.gz	ERR3648855	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/005/ERR3648855/ERR3648855_2.fastq.gz	cell23971_322	conventional dendritic cell	CD11c+ HLA-DR+	skin	none	not available
23971_#323	ERS3961304	SAMEA6161293	Homo sapiens	adult	normal	conventional dendritic cell	CD11c+ HLA-DR+	skin	none	monocyte	CF03YBYC	23971	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	23971_#323	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	23971_#323	sequencing assay	ERX3640940	23971_323_R1.fastq.gz	23971_323_R1.fastq.gz	ERR3648856	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/006/ERR3648856/ERR3648856_1.fastq.gz	cell23971_323	conventional dendritic cell	CD11c+ HLA-DR+	skin	none	monocyte
23971_#323	ERS3961304	SAMEA6161293	Homo sapiens	adult	normal	conventional dendritic cell	CD11c+ HLA-DR+	skin	none	monocyte	CF03YBYC	23971	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	23971_#323	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	23971_#323	sequencing assay	ERX3640940	23971_323_R2.fastq.gz	23971_323_R2.fastq.gz	ERR3648856	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/006/ERR3648856/ERR3648856_2.fastq.gz	cell23971_323	conventional dendritic cell	CD11c+ HLA-DR+	skin	none	monocyte
23971_#324	ERS3961305	SAMEA6161294	Homo sapiens	adult	normal	conventional dendritic cell	CD11c+ HLA-DR+	skin	none	monocyte	CF03YBYC	23971	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	23971_#324	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	23971_#324	sequencing assay	ERX3640941	23971_324_R1.fastq.gz	23971_324_R1.fastq.gz	ERR3648857	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/007/ERR3648857/ERR3648857_1.fastq.gz	cell23971_324	conventional dendritic cell	CD11c+ HLA-DR+	skin	none	monocyte
23971_#324	ERS3961305	SAMEA6161294	Homo sapiens	adult	normal	conventional dendritic cell	CD11c+ HLA-DR+	skin	none	monocyte	CF03YBYC	23971	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	23971_#324	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	23971_#324	sequencing assay	ERX3640941	23971_324_R2.fastq.gz	23971_324_R2.fastq.gz	ERR3648857	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/007/ERR3648857/ERR3648857_2.fastq.gz	cell23971_324	conventional dendritic cell	CD11c+ HLA-DR+	skin	none	monocyte
23971_#325	ERS3961306	SAMEA6161295	Homo sapiens	adult	normal	dendritic cell	CD1a- CD123Int BDCA2+	skin	house dust mite extract	not available	CF03YBY5	23971	OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	23971_#325	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	23971_#325	sequencing assay	ERX3640942	23971_325_R1.fastq.gz	23971_325_R1.fastq.gz	ERR3648858	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/008/ERR3648858/ERR3648858_1.fastq.gz	cell23971_325	dendritic cell	CD1a- CD123Int BDCA2+	skin	house dust mite extract	not available
23971_#325	ERS3961306	SAMEA6161295	Homo sapiens	adult	normal	dendritic cell	CD1a- CD123Int BDCA2+	skin	house dust mite extract	not available	CF03YBY5	23971	OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	23971_#325	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	23971_#325	sequencing assay	ERX3640942	23971_325_R2.fastq.gz	23971_325_R2.fastq.gz	ERR3648858	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/008/ERR3648858/ERR3648858_2.fastq.gz	cell23971_325	dendritic cell	CD1a- CD123Int BDCA2+	skin	house dust mite extract	not available
23971_#326	ERS3961307	SAMEA6161296	Homo sapiens	adult	normal	dendritic cell	CD1a- CD123Int BDCA2+	skin	house dust mite extract	not available	CF03YBY5	23971	OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	23971_#326	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	23971_#326	sequencing assay	ERX3640943	23971_326_R1.fastq.gz	23971_326_R1.fastq.gz	ERR3648859	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/009/ERR3648859/ERR3648859_1.fastq.gz	cell23971_326	dendritic cell	CD1a- CD123Int BDCA2+	skin	house dust mite extract	not available
23971_#326	ERS3961307	SAMEA6161296	Homo sapiens	adult	normal	dendritic cell	CD1a- CD123Int BDCA2+	skin	house dust mite extract	not available	CF03YBY5	23971	OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	23971_#326	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	23971_#326	sequencing assay	ERX3640943	23971_326_R2.fastq.gz	23971_326_R2.fastq.gz	ERR3648859	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/009/ERR3648859/ERR3648859_2.fastq.gz	cell23971_326	dendritic cell	CD1a- CD123Int BDCA2+	skin	house dust mite extract	not available
23971_#327	ERS3961308	SAMEA6161297	Homo sapiens	adult	normal	dendritic cell	CD1a- CD123Int BDCA2+	skin	house dust mite extract	not available	CF03YBY5	23971	OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	23971_#327	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	23971_#327	sequencing assay	ERX3640944	23971_327_R1.fastq.gz	23971_327_R1.fastq.gz	ERR3648860	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/000/ERR3648860/ERR3648860_1.fastq.gz	cell23971_327	dendritic cell	CD1a- CD123Int BDCA2+	skin	house dust mite extract	not available
23971_#327	ERS3961308	SAMEA6161297	Homo sapiens	adult	normal	dendritic cell	CD1a- CD123Int BDCA2+	skin	house dust mite extract	not available	CF03YBY5	23971	OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	23971_#327	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	23971_#327	sequencing assay	ERX3640944	23971_327_R2.fastq.gz	23971_327_R2.fastq.gz	ERR3648860	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/000/ERR3648860/ERR3648860_2.fastq.gz	cell23971_327	dendritic cell	CD1a- CD123Int BDCA2+	skin	house dust mite extract	not available
23971_#328	ERS3961309	SAMEA6161298	Homo sapiens	adult	normal	dendritic cell	CD1a- CD123Int BDCA2+	skin	house dust mite extract	not available	CF03YBY5	23971	OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	23971_#328	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	23971_#328	sequencing assay	ERX3640945	23971_328_R1.fastq.gz	23971_328_R1.fastq.gz	ERR3648861	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/001/ERR3648861/ERR3648861_1.fastq.gz	cell23971_328	dendritic cell	CD1a- CD123Int BDCA2+	skin	house dust mite extract	not available
23971_#328	ERS3961309	SAMEA6161298	Homo sapiens	adult	normal	dendritic cell	CD1a- CD123Int BDCA2+	skin	house dust mite extract	not available	CF03YBY5	23971	OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	23971_#328	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	23971_#328	sequencing assay	ERX3640945	23971_328_R2.fastq.gz	23971_328_R2.fastq.gz	ERR3648861	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/001/ERR3648861/ERR3648861_2.fastq.gz	cell23971_328	dendritic cell	CD1a- CD123Int BDCA2+	skin	house dust mite extract	not available
23971_#329	ERS3961310	SAMEA6161299	Homo sapiens	adult	normal	dendritic cell	CD1a- CD123Int BDCA2+	skin	house dust mite extract	not available	CF03YBY5	23971	OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	23971_#329	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	23971_#329	sequencing assay	ERX3640946	23971_329_R1.fastq.gz	23971_329_R1.fastq.gz	ERR3648862	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/002/ERR3648862/ERR3648862_1.fastq.gz	cell23971_329	dendritic cell	CD1a- CD123Int BDCA2+	skin	house dust mite extract	not available
23971_#329	ERS3961310	SAMEA6161299	Homo sapiens	adult	normal	dendritic cell	CD1a- CD123Int BDCA2+	skin	house dust mite extract	not available	CF03YBY5	23971	OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	23971_#329	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	23971_#329	sequencing assay	ERX3640946	23971_329_R2.fastq.gz	23971_329_R2.fastq.gz	ERR3648862	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/002/ERR3648862/ERR3648862_2.fastq.gz	cell23971_329	dendritic cell	CD1a- CD123Int BDCA2+	skin	house dust mite extract	not available
23971_#33	ERS3961311	SAMEA6161300	Homo sapiens	adult	normal	plasmacytoid dendritic cell	CD123Int BDCA2+	skin	house dust mite extract	Axl+Siglec-6+ dendritic cell	CF03YBYA	23971	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	23971_#33	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	23971_#33	sequencing assay	ERX3640947	23971_33_R1.fastq.gz	23971_33_R1.fastq.gz	ERR3648863	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/003/ERR3648863/ERR3648863_1.fastq.gz	cell23971_33	plasmacytoid dendritic cell	CD123Int BDCA2+	skin	house dust mite extract	Axl+Siglec-6+ dendritic cell
23971_#33	ERS3961311	SAMEA6161300	Homo sapiens	adult	normal	plasmacytoid dendritic cell	CD123Int BDCA2+	skin	house dust mite extract	Axl+Siglec-6+ dendritic cell	CF03YBYA	23971	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	23971_#33	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	23971_#33	sequencing assay	ERX3640947	23971_33_R2.fastq.gz	23971_33_R2.fastq.gz	ERR3648863	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/003/ERR3648863/ERR3648863_2.fastq.gz	cell23971_33	plasmacytoid dendritic cell	CD123Int BDCA2+	skin	house dust mite extract	Axl+Siglec-6+ dendritic cell
23971_#330	ERS3961312	SAMEA6161301	Homo sapiens	adult	normal	dendritic cell	CD1a- CD123Int BDCA2+	skin	house dust mite extract	not available	CF03YBY5	23971	OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	23971_#330	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	23971_#330	sequencing assay	ERX3640948	23971_330_R1.fastq.gz	23971_330_R1.fastq.gz	ERR3648864	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/004/ERR3648864/ERR3648864_1.fastq.gz	cell23971_330	dendritic cell	CD1a- CD123Int BDCA2+	skin	house dust mite extract	not available
23971_#330	ERS3961312	SAMEA6161301	Homo sapiens	adult	normal	dendritic cell	CD1a- CD123Int BDCA2+	skin	house dust mite extract	not available	CF03YBY5	23971	OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	23971_#330	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	23971_#330	sequencing assay	ERX3640948	23971_330_R2.fastq.gz	23971_330_R2.fastq.gz	ERR3648864	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/004/ERR3648864/ERR3648864_2.fastq.gz	cell23971_330	dendritic cell	CD1a- CD123Int BDCA2+	skin	house dust mite extract	not available
23971_#331	ERS3961313	SAMEA6161302	Homo sapiens	adult	normal	dendritic cell	CD1a+ CD123Int BDCA2+	skin	house dust mite extract	not available	CF03YBY5	23971	OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	23971_#331	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	23971_#331	sequencing assay	ERX3640949	23971_331_R1.fastq.gz	23971_331_R1.fastq.gz	ERR3648865	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/005/ERR3648865/ERR3648865_1.fastq.gz	cell23971_331	dendritic cell	CD1a+ CD123Int BDCA2+	skin	house dust mite extract	not available
